"accountHolderID","bankAccount","investiment","customerStability","overdraftLimit","multipleChannel","serviceLoan","bankGuarantee","contract","paymentMethod","monthlyCharges","totalCharges","churn"
"6284-AHOOQ","PF","Não","22","Sim","Sim","Mesa","1","Semestral","Transferência bancária","90.5","1910.6","Sim"
"6051-PTVNS","PJ","Sim","55","Não","Não","Não","0","Uma vez ao ano","Boleto","19.15","998.1","Não"
"2344-JMOGN","PF","Sim","9","Sim","Não","Mesa","0","Semestral","PIX","94.85","890.6","Sim"
"3799-ISUZQ","PF","Sim","7","Sim","Não","Mesa","0","Semestral","Transferência bancária","69.95","529.5","Sim"
"2877-VDUER","PJ","Sim","35","Não","Somente telefone","Website","0","Uma vez ao ano","PIX","40.9","1383.6","Não"
"9152-AMKAK","PF","Não","6","Sim","Não","Website","0","Duas vezes ao ano","PIX","80.25","493.4","Não"
"1794-HBQTJ","PJ","Não","1","Sim","Não","Website","1","Semestral","Boleto","48.6","48.6","Sim"
"9432-VOFYX","PF","Não","17","Sim","Não","Mesa","0","Semestral","Débito automático","70.8","1207","Não"
"8049-WJCLQ","PF","Sim","10","Não","Não","Website","0","Semestral","PIX","60.2","563.5","Não"
"6586-PSJOX","PF","Não","15","Não","Não","Website","0","Uma vez ao ano","Boleto","55.2","864.55","Não"
"2460-FPSYH","PJ","Não","40","Sim","Somente telefone","Website","0","Semestral","Débito automático","55.8","2109.35","Sim"
"9705-ZJBCG","PJ","Sim","13","Não","Não","Website","1","Uma vez ao ano","Transferência bancária","54.15","701.05","Não"
"4818-DRBQT","PF","Sim","29","Sim","Sim","Mesa","0","Semestral","Transferência bancária","80.15","2265.25","Sim"
"1320-HTRDR","PJ","Não","3","Sim","Sim","Mesa","1","Semestral","Débito automático","75.5","220.6","Sim"
"6847-KJLTS","PJ","Sim","58","Sim","Sim","Mesa","1","Semestral","Transferência bancária","100.4","5749.8","Não"
"9670-BPNXF","PJ","Não","45","Sim","Não","Website","1","Uma vez ao ano","Boleto","62.55","2796.45","Não"
"3913-FCUUW","PJ","Sim","72","Sim","Sim","Website","1","Duas vezes ao ano","Transferência bancária","70.45","5165.7","Não"
"3301-VKTGC","PF","Sim","68","Sim","Sim","Mesa","0","Uma vez ao ano","Transferência bancária","85.5","5696.6","Não"
"1493-AMTIE","PF","Não","1","Sim","Não","Não","0","Semestral","Transferência bancária","20.2","20.2","Sim"
"9555-SAHUZ","PJ","Sim","38","Não","Não","Website","1","Semestral","Débito automático","54.5","2076.05","Não"
"0816-TSPHQ","PF","Não","2","Não","Não","Não","0","Semestral","PIX","20.75","44.2","Não"
"9932-WBWIK","PF","Não","11","Não","Não","Não","0","Semestral","PIX","20.35","215.25","Não"
"4619-EVPHY","PJ","Sim","20","Sim","Não","Mesa","1","Uma vez ao ano","Transferência bancária","91","1859.5","Não"
"5286-YHCVC","PF","Sim","72","Sim","Sim","Mesa","0","Duas vezes ao ano","Transferência bancária","104.8","7470.1","Não"
"6424-ELEYH","PJ","Sim","3","Sim","Sim","Mesa","1","Semestral","Boleto","74.75","229.5","Sim"
"4391-RESHN","PF","Não","23","Sim","Sim","Mesa","0","Semestral","PIX","104.05","2470.1","Sim"
"9115-YQHGA","PF","Não","40","Sim","Não","Website","0","Semestral","Débito automático","51.1","2092.9","Não"
"4462-CYWMH","PF","Sim","62","Sim","Sim","Mesa","1","Semestral","Transferência bancária","89.8","5629.55","Não"
"8963-MQVYN","PJ","Não","22","Sim","Não","Não","0","Semestral","Débito automático","20.55","469.85","Não"
"2458-EOMRE","PJ","Não","11","Não","Não","Website","1","Semestral","Transferência bancária","64.05","733.95","Não"
"9334-GWGOW","PF","Sim","7","Sim","Sim","Mesa","1","Semestral","Débito automático","74.85","485.25","Não"
"6821-BUXUX","PJ","Não","13","Sim","Sim","Mesa","1","Semestral","Débito automático","96.65","1244.5","Sim"
"5028-HTLJB","PF","Não","1","Não","Não","Não","1","Semestral","PIX","20.05","20.05","Sim"
"9801-GDWGV","PJ","Não","39","Sim","Sim","Mesa","1","Semestral","Débito automático","103.45","3994.45","Sim"
"6542-LWGXJ","PF","Sim","3","Não","Somente telefone","Website","0","Semestral","PIX","25","78.25","Não"
"5567-GZKQY","PF","Não","58","Não","Não","Não","0","Duas vezes ao ano","Boleto","20.3","1131.5","Não"
"1222-LRYKO","PF","Não","6","Não","Sim","Não","0","Semestral","PIX","26.35","184.05","Não"
"2320-JRSDE","PJ","Sim","1","Sim","Não","Não","0","Semestral","Débito automático","19.9","19.9","Sim"
"2087-QAREY","PJ","Sim","22","Sim","Não","Website","1","Semestral","PIX","54.7","1178.75","Não"
"0601-WZHJF","PF","Sim","14","Não","Somente telefone","Website","0","Semestral","Débito automático","46.35","667.7","Sim"
"4423-JWZJN","PF","Sim","64","Não","Sim","Mesa","0","Uma vez ao ano","Boleto","90.25","5629.15","Não"
"5143-WMWOG","PF","Não","1","Não","Não","Não","0","Semestral","Débito automático","19.95","19.95","Sim"
"6490-FGZAT","PF","Não","6","Não","Não","Não","0","Semestral","PIX","20.65","109.3","Não"
"5393-RXQSZ","PF","Não","1","Não","Não","Mesa","0","Semestral","Débito automático","79.6","79.6","Sim"
"7452-FOLON","PF","Não","39","Não","Sim","Não","0","Uma vez ao ano","Transferência bancária","25.45","958.45","Não"
"2320-TZRRH","PJ","Não","20","Não","Não","Não","0","Uma vez ao ano","PIX","19.5","403.15","Não"
"0231-LXVAP","PF","Não","1","Sim","Não","Mesa","0","Semestral","Débito automático","75.9","75.9","Sim"
"9444-JTXHZ","PF","Sim","1","Não","Não","Mesa","0","Semestral","Débito automático","76.2","76.2","Sim"
"4942-VZZOM","PF","Sim","64","Sim","Sim","Website","0","Uma vez ao ano","Boleto","66.15","4392.5","Não"
"5510-BOIUJ","PF","Não","1","Não","Não","Não","0","Semestral","PIX","19.25","19.25","Sim"
"7502-BNYGS","PJ","Sim","46","Sim","Não","Website","1","Semestral","Boleto","69.1","3168","Não"
"4291-HYEBC","PJ","Sim","28","Sim","Somente telefone","Website","0","Uma vez ao ano","Débito automático","39.1","1096.6","Não"
"6147-CBCRA","PJ","Sim","33","Não","Não","Não","0","Semestral","PIX","20.05","669.45","Não"
"6047-SUHPR","PF","Sim","39","Não","Não","Website","0","Uma vez ao ano","Débito automático","59.8","2343.85","Não"
"4471-KXAUH","PJ","Sim","42","Sim","Sim","Mesa","1","Semestral","Débito automático","84.3","3588.4","Sim"
"9752-ZNQUT","PJ","Não","1","Sim","Não","Website","1","Semestral","Débito automático","48.6","48.6","Não"
"7638-QVMVY","PJ","Não","7","Sim","Não","Mesa","1","Semestral","Débito automático","79","522.95","Sim"
"1576-PFZIW","PF","Sim","70","Não","Não","Mesa","1","Duas vezes ao ano","Boleto","105.35","7511.9","Não"
"5666-MBJPT","PF","Não","65","Sim","Sim","Não","0","Duas vezes ao ano","Transferência bancária","25.1","1725","Não"
"7312-XSBAT","PF","Não","1","Não","Não","Website","0","Semestral","Débito automático","49.75","49.75","Não"
"3096-GKWEB","PF","Sim","18","Sim","Sim","Mesa","0","Semestral","Débito automático","94.75","1691.9","Não"
"2371-JQHZZ","PF","Sim","24","Sim","Sim","Mesa","0","Semestral","Débito automático","93","2248.05","Não"
"0674-GCDXG","PF","Não","63","Sim","Sim","Website","0","Duas vezes ao ano","Transferência bancária","71.9","4479.2","Não"
"1121-QSIVB","PJ","Não","44","Sim","Sim","Website","1","Uma vez ao ano","PIX","77.55","3471.1","Não"
"4396-KLSEH","PF","Não","4","Sim","Não","Não","0","Semestral","Débito automático","19.85","63","Não"
"3244-DCJWY","PJ","Não","1","Sim","Não","Mesa","1","Semestral","Débito automático","70.25","70.25","Sim"
"2824-MYYBN","PJ","Sim","37","Sim","Sim","Mesa","1","Semestral","Débito automático","95.25","3314.15","Não"
"0875-CABNR","PJ","Não","10","Sim","Não","Mesa","1","Semestral","Boleto","84.6","865.55","Sim"
"6345-HOVES","PF","Não","34","Sim","Somente telefone","Website","0","Semestral","Transferência bancária","25.05","852.7","Não"
"8318-LCNBW","PF","Sim","35","Não","Somente telefone","Website","0","Uma vez ao ano","Boleto","53.15","1930.9","Não"
"6469-QJKZW","PJ","Sim","4","Não","Não","Não","0","Semestral","Débito automático","20.15","91.4","Não"
"0147-ESWWR","PJ","Sim","39","Sim","Sim","Mesa","1","Semestral","Débito automático","101.25","3949.15","Não"
"1217-VASWC","PF","Sim","43","Sim","Não","Mesa","1","Uma vez ao ano","Transferência bancária","100.55","4304","Não"
"7812-FZHPE","PJ","Sim","17","Não","Sim","Não","0","Semestral","PIX","24.1","409.9","Sim"
"6370-ZVHDV","PJ","Sim","61","Não","Sim","Não","0","Duas vezes ao ano","Transferência bancária","25.3","1554.9","Não"
"5915-DGNVC","PJ","Sim","49","Não","Sim","Website","1","Uma vez ao ano","Débito automático","71.8","3472.05","Não"
"6260-XLACS","PF","Não","4","Não","Não","Não","0","Uma vez ao ano","PIX","19.7","117.8","Não"
"3566-CAAYU","PJ","Sim","64","Não","Somente telefone","Website","0","Duas vezes ao ano","Débito automático","49.85","3210.35","Não"
"4983-CCWMC","PF","Não","3","Sim","Não","Mesa","0","Semestral","PIX","69.6","207.4","Não"
"9103-CXVOK","PF","Sim","1","Não","Não","Não","0","Semestral","Débito automático","19.75","19.75","Não"
"2896-TBNBE","PF","Sim","40","Não","Não","Mesa","0","Uma vez ao ano","Débito automático","80.8","3132.75","Não"
"4797-AXPXK","PJ","Não","1","Sim","Não","Website","1","Semestral","Débito automático","60","60","Sim"
"5229-PRWKT","PF","Não","8","Sim","Sim","Mesa","0","Semestral","Débito automático","86.55","649.65","Sim"
"6982-UQZLY","PJ","Sim","1","Sim","Não","Não","0","Semestral","PIX","20.85","20.85","Sim"
"2522-WLNSF","PJ","Sim","34","Não","Não","Website","1","Uma vez ao ano","Transferência bancária","64.2","2106.3","Não"
"3841-CONLJ","PJ","Sim","1","Não","Somente telefone","Website","0","Semestral","Débito automático","35","35","Não"
"5057-LCOUI","PJ","Não","39","Sim","Somente telefone","Website","0","Semestral","Débito automático","50.75","2011.4","Sim"
"0193-ESZXP","PJ","Sim","58","Sim","Não","Mesa","1","Uma vez ao ano","Boleto","105.5","6205.5","Sim"
"4475-NVTLU","PF","Sim","45","Não","Não","Não","0","Duas vezes ao ano","Débito automático","19.2","903.7","Não"
"4369-HTUIF","PF","Não","6","Sim","Não","Mesa","1","Semestral","Transferência bancária","85.15","503.6","Sim"
"9386-LDCZR","PF","Não","43","Sim","Não","Mesa","0","Uma vez ao ano","Boleto","90.65","3882.3","Não"
"9585-KKMFD","PF","Sim","41","Sim","Não","Não","0","Duas vezes ao ano","PIX","20","879.8","Não"
"5399-ZIMKF","PF","Não","5","Sim","Não","Mesa","0","Semestral","Débito automático","74.65","383.65","Não"
"0336-KXKFK","PF","Não","72","Sim","Somente telefone","Website","0","Duas vezes ao ano","Boleto","61.2","4390.25","Não"
"5619-XZZKR","PF","Não","4","Não","Não","Não","0","Uma vez ao ano","PIX","19.95","68.2","Não"
"3948-FVVRP","PF","Sim","9","Não","Não","Website","0","Semestral","PIX","54.8","452.8","Não"
"5327-XOKKY","PF","Sim","72","Sim","Sim","Website","1","Duas vezes ao ano","Boleto","73.45","5329","Não"
"0983-TATYJ","PJ","Sim","33","Sim","Não","Website","1","Uma vez ao ano","PIX","51.45","1758.9","Não"
"1813-JYWTO","PJ","Sim","72","Não","Sim","Mesa","1","Duas vezes ao ano","Transferência bancária","80.45","5737.6","Não"
"0156-FVPTA","PF","Sim","22","Sim","Não","Website","0","Semestral","Débito automático","54.2","1152.7","Sim"
"1984-FCOWB","PJ","Sim","70","Sim","Sim","Mesa","1","Uma vez ao ano","Débito automático","109.5","7674.55","Sim"
"0654-HMSHN","PF","Sim","21","Não","Sim","Mesa","0","Semestral","Débito automático","104.4","2157.95","Sim"
"6719-OXYBR","PF","Não","15","Não","Não","Mesa","0","Semestral","Débito automático","85.3","1219.85","Não"
"3312-ZWLGF","PF","Sim","29","Sim","Sim","Mesa","1","Semestral","Débito automático","79.3","2414.55","Não"
"6476-YHMGA","PJ","Sim","15","Não","Não","Website","1","Semestral","Transferência bancária","76.5","1155.6","Não"
"5287-QWLKY","PF","Sim","71","Sim","Sim","Mesa","1","Semestral","Boleto","105.1","7548.1","Sim"
"0795-XCCTE","PF","Não","72","Não","Sim","Não","1","Duas vezes ao ano","Transferência bancária","25.4","1809.35","Não"
"0168-XZKBB","PJ","Sim","19","Sim","Sim","Mesa","1","Semestral","Débito automático","86.85","1564.4","Não"
"3785-NRHYR","PF","Não","1","Não","Não","Não","0","Semestral","PIX","19.65","19.65","Não"
"5196-SGOAK","PJ","Não","1","Sim","Não","Mesa","1","Semestral","Débito automático","75.7","75.7","Sim"
"4537-DKTAL","PJ","Não","2","Não","Não","Website","1","Semestral","Débito automático","45.55","84.4","Não"
"7072-MBHEV","PJ","Sim","11","Sim","Sim","Mesa","1","Semestral","Boleto","78.1","864.85","Não"
"5602-BVFMK","PJ","Não","12","Não","Não","Não","0","Uma vez ao ano","PIX","19.3","228.75","Não"
"6297-NãoOPG","PJ","Sim","70","Sim","Sim","Mesa","1","Duas vezes ao ano","Débito automático","110.5","7752.05","Não"
"1891-UAWWU","PJ","Sim","20","Não","Sim","Mesa","1","Semestral","Débito automático","90.8","1951","Sim"
"8204-TIFGJ","PJ","Não","23","Sim","Não","Não","0","Semestral","Transferência bancária","20.3","470.6","Não"
"8050-DVOJX","PF","Não","49","Não","Sim","Website","1","Duas vezes ao ano","Boleto","81.35","4060.9","Não"
"6108-OQZDQ","PJ","Sim","4","Sim","Sim","Mesa","1","Semestral","Débito automático","97.95","384.5","Sim"
"0363-QJVFX","PF","Não","32","Sim","Sim","Mesa","0","Semestral","Boleto","108.15","3432.9","Sim"
"8903-XEBGX","PF","Não","2","Sim","Não","Website","0","Semestral","Débito automático","55.3","108.65","Não"
"8169-SAEJD","PF","Sim","69","Não","Somente telefone","Website","1","Duas vezes ao ano","Boleto","56.55","3952.65","Não"
"9840-DVNDC","PF","Não","6","Sim","Não","Mesa","0","Semestral","Boleto","80.5","463.05","Sim"
"1089-XZWHH","PJ","Sim","24","Sim","Não","Não","0","Duas vezes ao ano","PIX","19.7","494.05","Não"
"2325-WINES","PJ","Não","32","Sim","Sim","Mesa","1","Uma vez ao ano","Boleto","104.05","3416.85","Não"
"6064-ZATLR","PJ","Não","27","Não","Não","Website","1","Duas vezes ao ano","Transferência bancária","52.85","1498.65","Não"
"3096-JRDSO","PJ","Sim","27","Sim","Sim","Mesa","1","Semestral","Transferência bancária","104.3","2867.75","Sim"
"7824-PANSQ","PF","Não","58","Não","Sim","Mesa","0","Semestral","Transferência bancária","80.65","4807.35","Não"
"8042-JVNFH","PF","Não","1","Sim","Não","Mesa","0","Semestral","PIX","71.35","71.35","Sim"
"9648-BCHKM","PJ","Sim","18","Sim","Sim","Não","0","Duas vezes ao ano","Boleto","24.65","471.35","Não"
"2888-ADFAO","PJ","Sim","47","Sim","Não","Não","0","Duas vezes ao ano","Transferência bancária","21.3","1041.8","Não"
"8707-HOEDG","PJ","Sim","70","Sim","Sim","Mesa","1","Duas vezes ao ano","Débito automático","110.2","7689.8","Não"
"3374-LXDEV","PJ","Não","13","Não","Sim","Mesa","1","Semestral","Débito automático","89.4","1132.35","Sim"
"4072-IPYLT","PJ","Sim","36","Não","Não","Website","1","Semestral","Boleto","51.05","1815","Não"
"7167-PCEYD","PF","Não","67","Sim","Não","Não","0","Duas vezes ao ano","PIX","19.8","1311.3","Não"
"4936-YPJNK","PJ","Não","10","Sim","Não","Não","0","Semestral","PIX","19.9","199.45","Não"
"1580-BMCMR","PF","Não","19","Sim","Não","Mesa","1","Semestral","Débito automático","87.3","1637.3","Não"
"4817-KEQSP","PJ","Sim","71","Não","Não","Não","0","Duas vezes ao ano","Transferência bancária","19.85","1326.35","Não"
"6408-WHTEF","PF","Sim","72","Sim","Sim","Website","0","Duas vezes ao ano","PIX","89.4","6376.55","Não"
"9251-AWQGT","PJ","Sim","48","Não","Não","Não","0","Duas vezes ao ano","PIX","20","935.9","Não"
"8749-CLJXC","PF","Não","1","Não","Não","Não","0","Semestral","PIX","20.05","20.05","Não"
"7989-VCQOH","PF","Sim","18","Não","Não","Website","0","Semestral","Débito automático","83.25","1611.15","Não"
"5049-GLYVG","PF","Não","1","Não","Não","Não","0","Semestral","PIX","20.6","20.6","Sim"
"4199-QHJNM","PF","Sim","67","Não","Sim","Mesa","1","Duas vezes ao ano","Transferência bancária","102.9","6989.7","Não"
"8882-TLVRW","PF","Sim","69","Não","Somente telefone","Website","0","Duas vezes ao ano","PIX","39.1","2779.5","Não"
"5883-GTGVD","PF","Não","19","Sim","Sim","Mesa","0","Semestral","Débito automático","99.95","1931.75","Sim"
"5135-GRQJV","PF","Sim","72","Sim","Sim","Mesa","1","Duas vezes ao ano","PIX","114.5","8331.95","Não"
"2384-OVPSA","PJ","Não","38","Não","Não","Não","0","Duas vezes ao ano","PIX","20.2","735.9","Não"
"1371-WEPDS","PF","Sim","40","Não","Não","Website","1","Uma vez ao ano","Débito automático","55.8","2283.3","Não"
"3580-GICBM","PJ","Sim","61","Sim","Sim","Não","0","Duas vezes ao ano","PIX","24.2","1445.2","Não"
"4817-QRJSX","PJ","Não","10","Sim","Sim","Mesa","1","Semestral","Boleto","81","818.05","Sim"
"9730-DRTMJ","PF","Sim","32","Sim","Sim","Website","0","Uma vez ao ano","Boleto","72.8","2333.05","Não"
"4686-UXDML","PJ","Não","21","Sim","Sim","Mesa","1","Semestral","Boleto","99.85","1992.55","Não"
"3349-ANQNH","PJ","Não","59","Sim","Sim","Mesa","1","Uma vez ao ano","Débito automático","99.5","5890","Não"
"2398-YPMUR","PJ","Sim","13","Sim","Não","Mesa","1","Semestral","Débito automático","70.15","916.75","Sim"
"0932-YIXYU","PJ","Não","47","Não","Não","Não","0","Duas vezes ao ano","Boleto","20.25","1029.8","Não"
"7480-SPLEF","PF","Sim","69","Sim","Sim","Não","0","Duas vezes ao ano","Transferência bancária","26","1796.55","Não"
"7636-XUHWW","PF","Não","2","Sim","Não","Não","0","Semestral","Boleto","19.9","33.7","Não"
"1431-CYWMH","PJ","Sim","22","Não","Não","Não","0","Semestral","Transferência bancária","19.05","454.05","Não"
"5937-EORGB","PF","Sim","15","Sim","Sim","Mesa","1","Semestral","Débito automático","96.5","1392.25","Não"
"6349-JDHQP","PJ","Não","53","Não","Não","Não","0","Duas vezes ao ano","Boleto","19.85","1049.6","Não"
"5539-HIVAK","PJ","Sim","28","Não","Sim","Não","0","Semestral","PIX","25.7","734.6","Não"
"5847-MXBEO","PF","Não","22","Não","Não","Não","0","Uma vez ao ano","PIX","20.3","475.1","Não"
"9985-MWVIX","PJ","Não","1","Sim","Não","Mesa","1","Semestral","PIX","70.15","70.15","Sim"
"4583-PARNH","PF","Sim","16","Sim","Não","Mesa","1","Semestral","Débito automático","91.55","1540.05","Não"
"1116-FRYVH","PJ","Sim","48","Não","Somente telefone","Website","0","Duas vezes ao ano","PIX","39.4","1978.65","Não"
"1421-HCERK","PF","Sim","30","Sim","Sim","Mesa","1","Semestral","Transferência bancária","105.7","3181.8","Não"
"9633-XQABV","PJ","Não","3","Sim","Não","Mesa","1","Semestral","Débito automático","70.25","229.7","Não"
"0716-BQNDX","PF","Não","57","Não","Sim","Mesa","1","Duas vezes ao ano","Débito automático","93.75","5625.55","Não"
"1265-XTECC","PJ","Sim","68","Sim","Sim","Mesa","1","Uma vez ao ano","Boleto","96.55","6581.9","Sim"
"1183-CANVH","PJ","Sim","23","Não","Não","Website","1","Uma vez ao ano","Transferência bancária","60","1347.15","Não"
"1972-XMUWV","PJ","Sim","65","Sim","Não","Website","1","Duas vezes ao ano","Boleto","59.8","3808.2","Não"
"8679-LZBMD","PF","Sim","44","Sim","Não","Mesa","0","Uma vez ao ano","Transferência bancária","90.65","3974.15","Não"
